path,notes_list
../dataset/mozart/mz_331_1.mid,"[73, 73, 76, 76, 71, 72, 68, 72, 75, 70, 75, 76, 73, 74, 72, 73, 73, 74, 74, 73, 80, 73, 71, 73, 72, 77, 74, 64, 63, 69, 74, 73, 73, 64, 74, 74]"
../dataset/mozart/mz_545_1.mid,"[76, 75, 82, 78, 72, 74, 78, 76, 76, 74]"
../dataset/mozart/mz_545_2.mid,"[72, 76, 75, 72, 72, 72, 74, 70, 73, 73, 76, 73, 75]"
../dataset/mozart/mz_333_3.mid,"[75, 77, 69, 78, 77, 82, 72, 63, 82, 62, 82, 79, 77, 80, 72, 73, 76, 75, 74, 71, 74, 79, 70, 73, 72, 76]"
../dataset/mozart/mz_330_2.mid,"[71, 74, 70, 74, 58, 73, 70, 68, 70, 72, 70, 64, 67]"
../dataset/mozart/mz_311_2.mid,"[75, 71, 72, 67, 67, 68, 73, 81, 78, 74, 69, 78, 76, 71]"
../dataset/mozart/mz_570_1.mid,"[75, 68, 76, 77, 82, 83, 80, 78, 74, 74, 72, 72, 67, 65, 74, 69, 73, 78, 78, 75]"
../dataset/mozart/mz_570_3.mid,"[74, 71, 77, 79, 83, 76, 70, 75, 70, 71, 75, 70, 78, 77]"
../dataset/mozart/mz_311_3.mid,"[76, 60, 74, 76, 74, 74, 74, 72, 72, 62, 78, 61, 78, 83, 74, 82, 71, 62, 74, 73, 76, 74, 70, 81, 71, 77, 77, 71, 78]"
../dataset/mozart/mz_332_3.mid,"[74, 73, 70, 69, 64, 70, 72, 62, 74, 74, 72, 73, 62, 76, 72, 72, 69, 68]"
../dataset/brahms/brahms_opus117_2.mid,"[68, 73, 72, 60, 60, 74, 59, 74, 73, 68, 61, 67, 71, 85, 76]"
../dataset/brahms/br_im5.mid,"[70, 58, 76, 80, 77, 71, 64, 76]"
../dataset/brahms/br_rhap.mid,"[73, 101, 63, 58, 60, 67, 87, 98, 70, 73, 75, 60, 66, 71, 78, 79, 74, 86, 71, 71, 79, 69]"
../dataset/brahms/brahms_opus1_3.mid,"[75, 81, 74, 66, 80, 88, 55, 54, 65, 80, 54, 64, 56, 64, 52, 65, 82, 89, 76, 71, 77, 78, 83, 73]"
../dataset/brahms/brahms_opus1_2.mid,"[70, 55, 68, 63, 62, 56, 71, 78, 61, 56, 67, 63, 60, 68, 77, 77, 67, 61, 55, 60, 61, 62, 61, 65, 63, 61]"
../dataset/brahms/br_im2.mid,"[74, 79, 56, 61, 78]"
../dataset/brahms/brahms_opus1_4.mid,"[77, 81, 69, 72, 72, 75, 65, 80, 82, 73, 64, 75, 83, 80, 61, 67, 76, 72, 65, 71, 72, 70, 76, 69, 76, 70, 62, 82, 72, 73, 75, 74, 76, 74, 75, 72]"
../dataset/brahms/brahms_opus1_1.mid,"[79, 79, 64, 60, 87, 79, 90, 68, 78, 82, 76, 88, 55, 70, 84, 85, 75, 77, 81, 66, 84, 66, 69, 75, 72, 66, 77, 76, 78, 69, 76, 77, 79, 66, 73, 85, 70]"
../dataset/brahms/brahms_opus117_1.mid,"[70, 63, 75, 73, 70, 70, 67, 70, 70, 63]"
../dataset/tschai/ty_mai.mid,"[70, 62, 65, 71, 60, 61, 62, 62, 68, 62, 69]"
../dataset/tschai/ty_november.mid,"[72, 69, 79, 78, 80, 57, 60, 77, 74, 78, 50, 82, 62, 60, 67, 68]"
../dataset/tschai/ty_dezember.mid,"[69, 72, 76, 75, 75, 72, 73, 77, 60, 76, 72, 68, 68, 77]"
../dataset/tschai/ty_september.mid,"[76, 65, 82, 67, 72, 75, 71, 75, 72, 82, 79, 73]"
../dataset/tschai/ty_maerz.mid,"[71, 66, 74, 60, 73, 67, 62, 67, 72, 72, 69]"
../dataset/tschai/ty_oktober.mid,"[71, 68, 65, 57, 57, 73, 62, 65, 78, 68]"
../dataset/tschai/ty_juli.mid,"[70, 75, 63, 74, 66, 79, 70, 76, 64, 64]"
../dataset/tschai/ty_juni.mid,"[71, 70, 59, 88, 71, 63, 62, 73, 72, 81, 74, 77, 66, 64, 84]"
../dataset/tschai/ty_august.mid,"[66, 72, 58, 73, 64, 66, 62, 63, 66, 73, 66, 64, 70, 73]"
../dataset/tschai/ty_januar.mid,"[69, 66, 72, 76, 66, 53, 59, 55, 54, 64, 64, 75, 63, 67, 67, 63, 59, 56, 64, 73]"
../dataset/tschai/ty_april.mid,"[66, 57, 69, 70, 66, 64, 61, 71, 64]"
../dataset/tschai/ty_februar.mid,"[72, 79, 70, 51, 61, 75, 62, 79, 64, 62, 50, 75, 71, 72, 73]"
../dataset/debussy/debussy_cc_3.mid,"[70, 66, 75, 73, 63, 63, 81, 64, 59, 70, 73, 64, 64, 63, 69, 85, 65, 68, 71, 57, 58, 72, 64, 67, 60, 74, 80, 70, 69, 68]"
../dataset/debussy/debussy_cc_6.mid,"[65, 54, 48, 57, 63, 64, 64, 51, 51, 64, 57, 45, 57, 53, 52, 51, 57, 63, 79, 59, 70, 58, 47, 63]"
../dataset/debussy/debussy_cc_4.mid,"[76, 78, 58, 82, 70, 63, 68, 72, 82, 75, 74, 71, 79, 68]"
../dataset/debussy/debussy_cc_1.mid,"[65, 62, 60, 70, 64, 52, 69, 36, 77, 72, 66, 69]"
../dataset/debussy/deb_menu.mid,"[71, 70, 60, 70, 69, 65, 66, 83, 64, 67, 57, 75, 73, 70, 63, 83, 65, 64, 68, 71, 64, 69, 68, 64, 71]"
../dataset/debussy/debussy_cc_2.mid,"[61, 58, 53, 41, 61, 46, 64, 58, 68, 79, 57, 54, 60, 53, 53, 52, 54, 57, 41]"
../dataset/debussy/deb_prel.mid,"[72, 48, 72, 50, 85, 72, 74, 77, 72, 52, 85, 76, 74, 70, 57, 78, 69, 56, 65]"
../dataset/schumann/scn16_1.mid,"[70, 79, 57, 77, 57]"
../dataset/schumann/scn15_7.mid,"[69, 60, 54, 81, 71, 73, 69, 82, 60, 61, 76, 76]"
../dataset/schumann/scn16_8.mid,"[64, 64, 53, 62, 69, 63, 65, 67, 62, 67, 63, 62]"
../dataset/schumann/scn15_10.mid,"[72, 63, 68, 64]"
../dataset/schumann/scn15_1.mid,"[70, 71, 71, 74, 73, 72, 79]"
../dataset/schumann/scn16_7.mid,"[69, 62, 65, 60, 67, 71, 66, 61, 58, 60, 65, 60]"
../dataset/schumann/scn68_10.mid,"[67, 68, 62, 60, 61]"
../dataset/schumann/scn15_3.mid,"[70, 66, 73, 62, 65, 75]"
../dataset/schumann/scn15_6.mid,"[64, 73, 71, 56, 60, 62]"
../dataset/schumann/scn15_2.mid,"[70, 62, 65, 72, 62, 69, 75, 69, 65]"
../dataset/schumann/scn15_8.mid,"[68, 72, 64, 72, 70, 62, 65, 58]"
../dataset/schumann/scn15_13.mid,"[69, 64, 64, 70, 64, 65, 61, 70, 62, 64, 62]"
../dataset/schumann/scn16_3.mid,"[66, 66, 72, 68, 71, 73, 71, 71, 67, 70, 73, 63, 70, 77, 78, 78, 67, 72, 75, 67, 76, 57, 71, 52, 72, 63, 60, 63, 63, 63, 74, 60, 58, 50, 65, 63, 65, 65, 53, 65, 60, 69, 75, 69, 64, 62, 63, 64, 65, 63, 69, 65, 62, 62, 69, 68, 64, 61, 63, 66, 64, 68, 72, 65, 66, 69, 55, 63, 63, 63, 63]"
../dataset/schumann/scn15_5.mid,"[63, 68, 63, 68]"
../dataset/schumann/schum_abegg.mid,"[78, 66, 65, 74, 80, 65, 54, 93, 66, 76, 76, 69, 89, 87, 57, 98, 69, 82, 72, 70, 81, 63, 69, 72, 68, 63, 81, 86, 74]"
../dataset/schumann/scn16_2.mid,"[58, 68, 57, 59, 55, 58, 67, 70, 79, 71, 57, 71, 58, 62, 57, 65]"
../dataset/schumann/scn16_4.mid,"[63, 74, 63, 47, 60, 58, 62]"
../dataset/schumann/scn16_5.mid,"[65, 69, 55, 70, 74, 51, 64, 71, 76, 68, 59, 55, 67, 60]"
../dataset/schumann/scn15_4.mid,"[69, 67, 79, 62, 64, 65]"
../dataset/schumann/scn15_11.mid,"[68, 72, 78, 72, 71, 67, 60, 77, 71]"
../dataset/schumann/scn15_9.mid,"[68, 70, 70, 70, 71]"
../dataset/schumann/scn16_6.mid,"[66, 61, 55, 58, 53, 61, 74, 62, 65, 65, 66, 67, 70, 62]"
../dataset/schumann/scn15_12.mid,"[71, 77, 79, 67]"
../dataset/schumann/scn68_12.mid,"[65, 69, 52, 66, 54, 64, 57]"
../dataset/borodin/bor_ps6.mid,"[64, 54, 63, 68, 65, 65, 61, 62]"
../dataset/borodin/bor_ps3.mid,"[67, 72, 67, 72, 79, 73, 74, 76, 73]"
../dataset/borodin/bor_ps5.mid,"[66, 68, 68, 58, 55, 54, 77, 61, 65, 73, 69]"
../dataset/borodin/bor_ps4.mid,"[59, 69, 65, 71, 66, 64, 73, 66, 71]"
../dataset/borodin/bor_ps7.mid,"[67, 68, 63, 70, 65, 66]"
../dataset/borodin/bor_ps2.mid,"[71, 63, 65, 58, 55, 64, 67, 68, 55, 65, 63]"
../dataset/borodin/bor_ps1.mid,"[75, 78, 74, 60, 76, 82, 61, 61, 55, 68, 73, 75, 60, 71]"
../dataset/burgm/burg_erwachen.mid,"[74, 69, 69, 65, 77, 65, 74, 77, 80]"
../dataset/burgm/burg_perlen.mid,"[76, 74, 67, 55, 76, 85, 93, 90, 68, 80, 83]"
../dataset/burgm/burg_sylphen.mid,"[71, 71, 69, 75, 65, 75, 83, 65, 66, 65, 66]"
../dataset/burgm/burg_geschwindigkeit.mid,"[83, 53, 85, 57, 62, 64, 66, 70]"
../dataset/burgm/burg_spinnerlied.mid,"[69, 83, 62, 70, 69, 75, 55, 74, 55, 71, 56, 55, 54]"
../dataset/burgm/burg_quelle.mid,"[70, 59, 71, 72, 79]"
../dataset/burgm/burg_gewitter.mid,"[60, 51, 53, 53, 45, 54, 56, 75]"
../dataset/burgm/burg_agitato.mid,"[75, 79, 67, 62, 79, 79, 52, 59, 66]"
../dataset/burgm/burg_trennung.mid,"[63, 68, 63, 65, 70, 68, 67, 67]"
../dataset/bach/bach_846.mid,"[67, 72, 60, 53, 60, 67]"
../dataset/bach/bach_850.mid,"[71, 70, 74, 69, 62, 71, 76]"
../dataset/bach/bach_847.mid,"[66, 66, 69, 64, 71, 65, 60, 64, 63, 64, 62, 63, 64, 63, 63, 63, 64, 63, 53, 55, 63, 66, 64, 63, 63, 66, 63, 66, 64, 60, 65]"
../dataset/balakir/islamei.mid,"[75, 99, 75, 90, 63, 81, 69, 67, 60, 80, 73, 99, 63, 60, 78, 60, 73, 86, 72, 64, 74, 70, 59, 78, 71, 72, 66]"
../dataset/muss/muss_5.mid,"[80, 67, 67, 89, 81, 81, 83, 83, 69, 73, 91, 88, 68, 61, 77]"
../dataset/muss/muss_1.mid,"[70, 67, 67, 61, 68, 89, 63, 59, 70, 67, 70, 67, 78, 75, 69, 65, 60, 56, 76, 59, 57]"
../dataset/muss/muss_8.mid,"[75, 66, 81, 74, 69, 71, 76, 55, 55, 62, 65, 76, 55, 66, 76, 63, 62, 60, 64, 60, 67, 78, 77, 64, 75, 62, 68, 79, 71, 91, 66]"
../dataset/muss/muss_7.mid,"[66, 67, 74, 70, 67, 75, 76, 75, 79, 69, 67, 71, 65]"
../dataset/muss/muss_3.mid,"[74, 56, 66, 74, 75, 78, 70, 75, 76, 75, 54]"
../dataset/muss/muss_6.mid,"[69, 57, 65, 74, 58, 74, 64, 73, 74, 73, 66, 69, 71, 65, 58, 81, 78]"
../dataset/muss/muss_2.mid,"[69, 49, 67, 79, 55, 51, 68, 81, 68, 63, 64, 65, 63, 55, 65, 65, 66, 70, 63, 71]"
../dataset/muss/muss_4.mid,"[60, 73, 51, 73, 51, 73]"
